title,author,century,text
A la acelerada muerte del doctor Juan Pérez de Montalbán,Bernardino González de Mendoza y Andía,15-17,"Paraca feroz, de humanos bandolera,
que a ninguno parece llegas tarde,
y entre sombras y miedos, cual cobarde
haces tu herida penetrante y fiera

Como fuiste tan cruda, tan severa,
con quien aun más allá de la luz arde,
haciendo de su Ingenio, y Pluma alarde,
aunque le limitaste la carrera.

Muy gozosa estarás, pues escarmienta,
oye no huyas tan veloz, detente,
y verás que en Madrid su patria ostenta.

Todo Ingenio sutil, y floreciente
celebrar sus acciones, con que intenta
que viva a su pesar eternamente.

"
De San Mateo en Etiopía,Felipe Codínez,15-17,"Hombre empréstito breve de la vida,
de la muerte común deuda forzosa,
sueño en la fantasía mentirosa,
máquina en vanidades sostenida.

Luz tan presto mortal, como encendida,
polvo con altivez, farsa engañosa,
ceniza hinchada, arena revoltosa,
humo en el aire, flor desvanecida.

Tierra inconstante, barro movedizo,
vapor caduco, miserable viento,
centella breve, fábula soñada.

Soplo sin fuerza, vidrio quebradizo,
sombra sin ser ligero pensamiento
Hombre te llaman Yo te llamo nada.

"
Soneto,Juan Bautista de Mesa,15-17,"Si mostrándose Roma agradecida
a quien un ciudadano libertase
cuando con el morir le amenazase
su enemigo, ya dueño de su vida,

quiso, para que fuese conocida
hazaña tan honrosa y se imitase,
que corona sus sienes adornase
(honra a que fue muy grande, bien debida);

España, si cual debes lo agradeces,
a quien te libra tantos ciudadanos
(que con su muerte amenazó el olvido),

¿cómo tantas coronas no le ofreces,
haciéndole con nombre soberanos,
en cuanto el sol alumbra, conocido?

"
Al sepulcro de don Juan Pérez de Montalbán,Juan Barreto Bogado,15-17,"Suspende el paso, no sin pena, y llanto
errante Peregrino, y considera,
que el Sol, la Luna, Estrellas, la carrera
de su curso veloz, dejan de espanto

Parados se suspenden, entre tanto
que al Monte subes, donde en él te espera
un cadáver, que vivo ser pudiera
Maestro de las Musas por su canto

Llega al sepulcro, que el heroico estilo
en lo cómico encierra sepultado,
el Águila de Apolo en pompa mira

En pompa funeral del Tajo, y Nilo,
del Pindo, y del Parnaso celebrado
el muerto Montalbán hoy se retira.

"
A fray Pedro de Padilla por su Tesoro de poesías publicado en 1587,Juan de Vergara,15-17,"No me admira de vos Padilla tanto
el admirable ingenio soberano,
ni que al de Esmirna llegue vuestra mano
ni igualar al de Tracia vuestro canto.

Ni la presteza a quien con nuevo espanto,
aquel que llegar piensa, piensa en vano,
que aunque esto pasar muestra el curso humano,
puédelo todo el justo cielo santo.

Más admírame ver que en la edad nuestra
haya quien piense dar tan alto vuelo,
que a llegar diga lo que en vos se encierra

Dígalo esta labor divina vuestra,
que ella os hace milagros acá del cielo,
honor de España, y gloria de la tierra.

"
Soneto,Ludovico Gonzaga,15-17,"¿Cuándo en el duro mal de mi tormento
tan severo rigor veré aplacarse,
o adonde de sí mismo retirarse
podrá quien lleva en sí su sentimiento?

Un fiero, un parricida pensamiento
en mis mismas entrañas veo forjarse,
y tanto en mi dolor encarnizarse,
que di mi muerte misma toma aliento

Entre mortales ansias agonizo,
que afecta a la conciencia de mis males,
y sin poder morir estoy muriendo

¡Oh, tristes y durísimas señales,
pues la muerte, que ya de rabia emprendo,
se que me ha de rogar por que la atizo.

"
A la muerte del doctor Juan Pérez de Montalbán,Damián Ruiz de Silva,15-17,"Descansa en mármol, y mi pluma sea
a tus cenizas dolorosa Pira,
y ese mortal aliento que en ti inspira
informe el numen de mi corta Idea

Pues remontado a tanta luz Febea,
entre esplendores, que tu Fama gira,
muerto mi afecto, vivo, allí te mira,
y vivo, muerto, duda no te vea.

Descansa pues, y huella más ufano
anciano Joven globo cristalino,
de inalterable gloria Cortesano,

y en tan pura región, en tal destino,
quien te aclamaba Montalbán humano,
hoy te venere Montalbán divino.

"
Soneto,José García de Salcedo Coronel,15-17,"Céfiro, que en la hojas deleitoso
de laureles espiras vencedores,
y despertando las dormidas flores
suave olor les robas codicioso:

Deja (si a hurto aspiras más dichoso)
tus lascivos y próvidos errores,
y donde Lisi ostenta resplandores,
vuela agradablemente licencioso.

Lleva, si fueres a mi ruego humano,
estos suspiros y estas amorosas
quejas donde envié mi pensamiento

Podrás robar a las purpúreas rosas
de sus labios olor más soberano,
y darle a mis deseos por sustento

"
Eróticas – - II -,Esteban Manuel de Villegas,15-17,"Quién me dijera, Clori, que algún día
te pudiera olvidar tan fácilmente,
mientras soltero crin hizo en tu frente
con hilos de oro lazos de rabia.

Y mientras blanca juventud bullía
en tus mejillas de carmín ardiente,
y entre tu blanco aljófar, y luciente,
Sirena te escuchó, se temió Arpía.

Todo con la memoria de un desprecio
vino a olvidarse en mí, mas no a olvidarse
de modo, que me niegue el conocerte

Quédate pues, adiós, venga otro necio,
que sepa amarte, y sepa no estimarse
que yo, por lo que vi, no pienso verte.

"
Soneto,Luis Martín de la Plaza,15-17,"Lidia, de tu avarienta hermosura
pide el tiempo enemigo estrecha cuenta;
ya ni el crespo cabello al oro afrenta
ni las mejillas a la nieve pura

Tu mentida belleza mal segura
en vano reparar el daño intenta
de la edad, que en sus ojos representa,
con tragedia mortal, la lumbre oscura

Ya, ya no me verás de noche al viento
bañar de infame llanto tus umbrales,
comparando a la suya su dureza,

que el tiempo, con efectos desiguales,
me da venganza, roba tu belleza,
te da dolor y cura mi tormento.

"
Soneto,Luis Martín de la Plaza,15-17,"Hoy, muerte, porque yo esperaba el fruto,
de un árbol tierno cortas los despojos;
cierras con manos de ébano unos ojos
a quien pagó de luz el sol tributo

Cubres el cielo, y con razón, de luto,
la tierra deja flores, viste abrojos;
llora el alba de nuevo sus enojos,
y el sol nos muestra el triste rostro enjuto.

Mas yo mi vida, y no su muerte, lloro;
que la vida en su ausencia no me alegra,
y ellos verán a Dios eternamente.

¡Ay claros ojos, ay cabellos de oro!
Que ya la noche de la muerte negra
esconde vuestro sol en occidente

"
Del mismo al mismo tema,Francisco Benavides Manrique,15-17,"A pesar de la envidia repetida
goza heroico Varón nombre famoso,
y cuéstete el vivir, que si es forzoso,
más importa la fama esclarecida.

Ya recobra tu gloria aborrecida
del tumulto profano envidioso,
que si en la vida fuiste no dichoso,
feliz eres, y eterno sin la vida

Mientras vives las glorias te difieren:
Mueres en fin, y al odio satisfaces,
¡o cuántos con tu fin vengarse quieren!

Mas vuelven a penar porque renaces,
y así desde que nacen siempre mueren,
y tú desde que mueres siempre naces.

"
Epitafio a las ruinas de Roma,Juan de Jauregui,15-17,"El nombre ausonio, que, ligera y suelta,
la fama un tiempo resonó, y el culto
templo tarpeyo, a quien el indio oculto
rindió tesoros, y el iberio celta,

aquí difunto yace Aquí, resuelta
la piedra en polvo y el antiguo vulto,
nos muestra Roma su sepulcro inculto,
en las cenizas de sí misma envuelta

Fue rara Fénix, que su cuerpo mismo
quiso abrasar en encendidas guerras,
porque su vida renovase el vuelo

Y si un tiempo rigió las anchas tierras,
hoy estiende desde ellas al abismo
su sacro imperio, y al empíreo cielo

"
A un navío destrozado,Juan de Jauregui,15-17,"Este bajel inútil, seco y roto,
tan despreciado ya del agua y viento,
vio indiferente el vasto movimiento
del proceloso mar, del Euro y Noto

Soberbio al golfo, humilde a su piloto,
y del rico metal siempre sediento,
trajo sus minas al ibero asiento,
habidas en el índice remoto.

Ausente yace de la selva cara,
do el verde ornato conservar pudiera,
mejor que pudo cargas de tesoro.

Así quien sigue la codicia avara,
tal vez mezquino muere en extranjera
provincia, falto de consuelo y oro

"
Al jabalí que mató don Felipe Cuarto nuestro señor,Anastasio Pantaleón de Ribera,15-17,"Repetir regodeos al destino
no es no, bruto feroz, consejo sano,
que si te holgó la oreja el fiel alano
la franca sobra al Español Quitino

Haga escarmiento al más moro cochino
su próximo difunto, que la mano
en la nariz el joven soberano,
aun se la está jurando el Vellocino.

De las ingles de Adonis es venganza,
no así de Alcino séptimo, el que admiras
(jabalí peregrino) bruto muerto.

Temiendo, pues, tu riesgo en otra lanza,
con los ojos le lloras que le miras,
o con uno no más, si fueras tuerto.

"
A la muerte del doctor Juan Pérez de Montalbán,Josehf de Ostabat,15-17,"Las que de Febo Musas constituyen
en sonora Canción el Plectro ardiente
el licor de Aganipe reluciente
por copas de cristal le distribuyen

Aliento beben del dolor que arguyen
contra la fiera Cloro, que insolente,
a MONTALBÁN destierra de la gente
y entre polvo sus días se concluyen.

Lamentables canciones le previenen
a la Fama inmortal, que de su Gloria
renace con la Muerte de su Lira

Y mientras que las Musas le entretienen
pirámides levanta en su memoria
Apolo, que a llorarle se retira

"
A don Agustín y Salazar y Torres,Nicolás García de Londoño,15-17,"Más le debe a su celo, que a su ciencia,
de Salazar el Numen Soberano,
pues no le exceptuó ella de humano,
y tú le das de eterno preeminencia.

Vive, aun después de muerto, en tu elocuencia,
sin que pueda ofenderle el tiempo vano;
porque las flores, que compuso ufano,
alma nueva les das en la existencia.

Vuela, o Joseph, con alas de tal pluma
al Trono de las Métricas Deidades,
por sendas de zafir, montes de espuma

Que pues has de ilustrarme estas edades,
por más que el ceño contra ti presuma,
ha de vivir tu Ingenio eternidades.

"
Sonetos – - I -,Rodrigo de Carvajal y Robles,15-17,"No me duelo de mí porque mi duelo
regala con su pena mi sentido,
que es gloria ser de vos aborrecido
pues, amando la vuestra, me consuelo;

de vos y con razón justa me duelo
que causándoos mi amor odio crecido,
siempre el temor tendréis al alma asido
que en pecho que aborrece no hay consuelo

Siendo esto así, no debo estar quejoso
yo del rigor de vuestro pensamiento,
vos sí de la afición de mi memoria:

que mi amor es con vos más riguroso
pues, amando yo siempre, os doy tormento,
y vos, aborreciendo, me dais gloria.

"
Acto III - Escena I - Preafán,Andrés Rey de Artieda,15-17,"Si porque Sophonisba te lo manda,
contra Scipión resuelves, Masinisa,
siguiendo las bandera y divisa
de Aníbal, que apretando al Cónsul anda

¿Por qué, di, si Cartago se desmanda
contra Scipión después, le das tal prisa,
que apenas Sophonisba el suelo pisa
segura, cuando Roma la demanda?

Prometióme esa dama casamiento,
y por que la dio a Siface Cartago,
me le muestro tan áspero y sangriento,

y si lo que me escribe Scipión hago,
la falta de ella, y mi desabrimiento,
ni merece, ni pide menor pago.

"
Soneto,Francisco Santos del Castillo,15-17,"¿Así, Señor, sentís, ver oprimido,
de Javier el valor, ceda al tormento,
que en efigie insensible, sentimiento
mostráis de sacra púrpura teñido?

Tan propio vuestro su dolor ha sido,
que os precisa el dolor, a que sangriento,
segunda vez os vea el instrumento,
en que por vos fue el hombre redimido

¿Es Javier quién padece? Que lo dudo,
cuando veo el efecto riguroso,
en vos el golpe, que Javier recibe.

Mas si en Javier vivís, ya veo que pudo
ser vuestro su dolor, pues amoroso,
padece el corazón en donde vive

"
"A la majestad del rey Felipe, nuestro señor",Juan de Castellanos,15-17,"Columna de la religión cristiana,
de católica fe firme sustento,
aquestas mis elegías os presento,
monumentos de gente castellana.

La vena que es estéril poco mana,
pero como, Señor, de deis aliento,
podrá la poquedad de mi talento
servir a majestad tan soberana.

Esta segunda parte se publica,
la cual sobre real favor estriba
como cosa que tanto le conviene.

El don es pobre, la voluntad rica;
esta, Rey soberano, se reciba
por ser de quien ofrece cuanto tiene

"
Soneto,Sebastián Ordóñez Abril,15-17,"A ser Madre del Sol la Aurora aspira,
y al ver su ilustre sucesión fallece;
siendo el mismo esplendor que la engrandece
Cuna del Hijo, y de la Madre pira

Del fausto achaque de lucir espira;
porque no bien su albor desaparece,
cuando otra vez espléndida amanece,
y en nuevo aliento de otro Sol respira.

¡O Reina Augusta, Aurora soberana!
De un Sol tan grande, que en su Oriente dora,
los dos opuestos Orbes Españoles;

no receles tu Ocaso en su mañana,
que desmayos lucidos de la Aurora
convalecen anuncios de otros Soles

"
A Lope de Vega cuyo nombre va en él cifrado,Carlos Boyl,15-17,"Lacedemonia se honra de Bulides,
Ortigia de su oráculo y su suerte,
Préciase Atenas de su Codro fuerte,
Esparta de Cleomenes y sus lides.

Del gran Teseo y del famoso Alcides
Es Grecia madre, y tiene aunque, en la muerte,
Vivo al famoso hijo de Laerte,
En el estado en que se vio su Euclides.

Gentil renombre Córdoba la llana
Adquiere, porque ha Séneca ha criado,
Crisosl y espejo de la ciencia Hispana.

Ahora, mejorando más su estado,
Recibe honor Madrid, alegre, ufana
Por el varón insigne que ha engendrado.

Y pues su cielo ha dado
otro retrato de estas sombras vivo,
loen mis versos su saber altivo

"
Al grande cuanto malogrado ingenio del doctor Juan,Fray Nicolás Garcés,15-17,"Yace aquí, mas no yace, antes revive,
para que en nuestra pluma más se eleve
una décima Musa, que a las nueve,
no emulación, olvido sí, apercibe

Vive, pues aquel Fénix, aquel vive
que el aliento, y espíritu le bebe
a otro Fénix, a Lope, a quien se debe
el plectro en que el segundo Lope escribe

Talóse aquella Vaga a nuestra España,
¡gran pérdida! si bien menos sentida,
quedando Montalbán, florida Vega.

Mas ¡ay! que la agostó fatal guadaña,
con que de un golpe ya Cloro atrevida
pudo quitarnos dos Lopes de Vega

"
Al Duque de Béjar,Cristóbal de Mesa,15-17,"Gustad, señor, de aquesta vuestra villa,
en la cual bien se vive y bien se bebe,
porque falta el calor y sobra nieve
y hay las mejores frutas de Castilla.

Y si en el bosque, ameno a maravilla,
cansase el ocio de las musas nueve,
considerando que la vida es breve
no está lejos la corte ni Sevilla

Procurad la salud y la alegría
que la vida en el mundo no es más de una;
y si dijese el vario vulgo, diga

Desterrad la mortal melancolía,
que si está triste el ánimo, una higa
pasa toda la próspera fortuna

"
"A San Juan Bautista, al haber sido precursor6",Alonso de Salas Barbadillo,15-17,"Hermosa, clara y celestial aurora,
que de la gracia el sol nos anunciaste,
cuando de bellas luces coronaste
los campos verdes que entapiza Flora;

ave del claro día anunciadora,
que cual ave los campos habitaste,
y al despuntar su luz tan bien cantaste
que tu voz le suspende y enamora;

de Cristo capitán, sagrada espada,
para saber el modo de la guerra
de Lucifer furioso y arrojado,

pues mostrando tu esfuerzo y valentía
siendo reconocido de la tierra,
quedaste, como espía, degollado.

"
